PMID,Title,Consumer Wearable Brand(s),Reviewer 1 Initial Decision,Reviewer 2 Initial Decision,Final Consensus Decision
34556184,User experiences and perceptions of health wearables: an exploratory study in Cambodia,"watch-type health wearable (unnamed brand; sample device produced by a manufacturer in Shenzhen, China)",Exclude,Exclude,Exclude
34556765,Comparison of SpO2 and heart rate values on Apple Watch and conventional commercial oximeters devices in patients with lung disease,Apple Watch Series 6,Include,Include,Include
34565178,Arrhythmias Other Than Atrial Fibrillation in Those With an Irregular Pulse Detected With a Smartwatch: Findings From the Apple Heart Study,Apple Watch,Include,Include,Include
34574741,Older Women’s Experiences of a Community-Led Walking Programme Using Activity Trackers,VeryFit Plus Pro 115 Bluetooth Smart Watch,Exclude,Exclude,Exclude
34625076,"The use of accelerometer-based wearable activity monitors in clinical settings: current practice, barriers, enablers, and future opportunities","Fitbit Zip | Fitbit Charge | Fitbit One | Fitbit Flex | Fitbit (unspecified model) | Garmin (various models, unspecified) | Whoop Band",Include,Exclude,Include
34674500,Association between Thyroid Function and Heart Rate Monitored by Wearable Devices in Patients with Hypothyroidism,Fitbit Charge 2,Include,Include,Include
34682339,Assessing the Influence of Physical Activity Upon the Experience Sampling Response Rate on Wrist-Worn Devices,Samsung Galaxy Watch Active 2,Include,Include,Include
34694233,Digital Biomarkers for Depression Screening With Wearable Devices: cross-sectional study With Machine Learning Modeling,Fitbit Charge 2,Include,Include,Include
34697510,Applied Artificial Intelligence and user satisfaction: Smartwatch usage for healthcare in Bangladesh during COVID-19,,Exclude,Exclude,Exclude
34703975,Real-World Evidence for a Smartwatch-Based Parkinson’s Motor Assessment App for Patients Undergoing Therapy Changes,Mobvoi TicWatch E,Exclude,Exclude,Exclude
34711377,"Wearable device signals and home blood pressure data across age, sex, race, ethnicity, and clinical phenotypes in the Michigan Predictive Activity & Clinical Trajectories in Health (MIPACT) study: a prospective, community-based observational study",Apple Watch Series 3 | Apple Watch Series 4,Include,Include,Include
34719329,Validity of Fitbit activity monitoring for adults with progressive muscle diseases,Fitbit Charge 2 | Fitbit Inspire HR,Include,Include,Include
34750719,"Using ecological momentary assessments and Fitbit data to examine daily associations between physical activity, affect, and alcohol cravings in patients with alcohol use disorder",Fitbit Charge 3,Include,Include,Include
34831645,Evaluation of a Fast Test Based on Biometric Signals to Assess Mental Fatigue at the Workplace—A Pilot Study,Empatica E4 wristband,Include,Include,Include
34842527,Remote Monitoring of the Performance Status and Burden of Symptoms of Patients With Gastrointestinal Cancer Via a Consumer-Based Activity Tracker: Quantitative Cohort Study,Misfit Shine AT fitness tracker (Misfit),Exclude,Exclude,Exclude
34845389,Real-time alerting system for COVID-19 and other stress events using wearable data,Fitbit | Apple Watch | Garmin,Include,Include,Include
34870267,Distinct Circadian Assessments From Wearable Data Reveal Social Distancing Promoted Internal Desynchrony Between Circadian Markers,Apple Watch | Fitbit,Include,Include,Include
34879312,Responsiveness of an activity tracker as a measurement tool in a knee osteoarthritis clinical trial (ACTIVe-OA study),Fitbit Flex 2,Include,Include,Include
34880366,Passive detection of COVID-19 with wearable sensors and explainable machine learning algorithms,Fitbit devices | Any wearable device connected via Apple HealthKit | Any wearable device connected via Google Fit,Include,Include,Include
34916921,"Free-Living Physical Activity Measured With a Wearable Device Is Associated With Larger Hippocampus Volume and Greater Functional Connectivity in Healthy Older Adults: An Observational, cross-sectional study in Northern Portugal",Xiaomi Mi Band 2,Include,Include,Include
34992051,"Risk Factors for COVID-19 in College Students Identified by Physical, Mental, and Social Health Reported During the Fall 2020 Semester: Observational Study Using the Roadmap App and Fitbit Wearable Sensors",Fitbit,Include,Include,Include
35009696,Stress Watch: The Use of Heart Rate and Heart Rate Variability to Detect Stress: A Pilot Study Using Smart Watch Wearables,FitBit Versa 2,Include,Include,Include
35019761,"Biometrics from a wearable device reveal temporary effects of COVID-19 vaccines on cardiovascular, respiratory, and sleep physiology",WHOOP Strap 3.0 wrist-worn biometric device,Include,Include,Include
35047473,What Factors Predict the Adoption of Type 2 Diabetes Patients to Wearable Activity Trackers—Application of Diffusion of Innovation Theory,Mambo HR (Lifesense Co.) wearable activity tracker,Exclude,Exclude,Exclude
35058500,Application of ensemble machine learning algorithms on lifestyle factors and wearables for cardiovascular risk prediction,Fitbit Charge HR,Include,Include,Include
35080503,"Usability, Acceptability, and Satisfaction of a Wearable Activity Tracker in Older Adults: Observational Study in a Real-Life Context in Northern Portugal",Xiaomi Mi Band 2,Include,Include,Include
35098124,Evaluation of COVID-19 Restrictions on Distance Runners’ Training Habits Using Wearable Trackers,Garmin Forerunner 235 | Garmin Forerunner 735 XT | Garmin Forerunner 935 | Garmin Forerunner 220 | Garmin Forerunner 230 | Garmin Forerunner 920 XT | Garmin Forerunner 245 | Garmin Forerunner 245M | Garmin Forerunner 645 | Garmin Forerunner 945 | Garmin Forerunner 310T | Garmin Forerunner 35 | Garmin Forerunner 630 | Garmin Forerunner 645M | Garmin Forerunner 745 | Garmin Forerunner 910 XT | Garmin fēnix 5s | Garmin fēnix 3 HR | Garmin fēnix 5x | Garmin fēnix 6x Pro Solar | Garmin fēnix 3 | Garmin fēnix 6 | Garmin fēnix 6 Pro | Garmin fēnix 6s | Garmin vívoactive 3 | Garmin vívoactive (original) | Garmin vívoactive 3 Music | Garmin vívoactive HR | Garmin vívoactive 4 Wifi | Garmin Venu | Garmin Instinct | Garmin MARQ Captain | Garmin tactix Delta | Garmin vívosport,Include,Include,Include
35136446,"Job Characteristics, Well-Being and Physical Activity: A Field Study Using a Consumer Fitness Tracker",XIAOMI Mi Band 2,Include,Include,Include
35161960,Feasibility and Reliability of Smartwatch to Obtain Precordial Lead Electrocardiogram Recordings,Apple Watch Series 4,Include,Include,Include
35190832,Will Apple devices’ passive atrial fibrillation detection prevent strokes? Estimating the proportion of high-risk actionable patients with real-world user data,Apple Watch,Include,Include,Include
35200335,Quantification Analysis of Sleep Based on Smartwatch Sensors for Parkinson’s Disease,"ASUS VivoWatch BP smartwatch (ASUSTeK Computer Inc., Taipei, Taiwan) | Apple Watch (used in external validation dataset)",Include,Exclude,Exclude
35214540,Comparison of Different Physical Activity Measures in a Cardiac Rehabilitation Program: A prospective study,Fitbit-Flex activity tracker,Include,Include,Include
35214723,Metrics from Wearable Devices as Candidate Predictors of Antibody Response Following Vaccination against COVID-19: Data from the Second TemPredict Study,Oura Ring (Generation 2),Include,Include,Include
35224181,Stepping Up: An Evaluation of Social Comparison of Physical Activity During Fitbit Challenges,Fitbit Charge HR,Include,Include,Include
35236896,Detection of COVID‑19 using multimodal data from a wearable device: results from the first TemPredict Study,Oura Ring Gen2,Include,Include,Include
35260671,Real‑time infection prediction with wearable physiological monitoring andAI to aid military workforce readiness during COVID‑19,Garmin Fenix 6 | Garmin Vivoactive 4 | Oura Ring,Include,Include,Include
35265917,NExUS-Heart: Novel examinations using smart technologies for heart health—Data sharing from commercial wearable devices and telehealth engagement in participants with or at risk of atrial fibrillation,Fitbit | KardiaMobile | Apple Watch | Galaxy Watch Active2 | WatchPAT 200,Exclude,Exclude,Exclude
35265918,Heart rate trajectories in patients recovering from acute myocardial infarction: A longitudinal analysis of Apple Watch heart rate recordings,Apple Watch Series 1,Include,Include,Include
35303379,Ethical issues experienced by persons with rheumatoid arthritis in a wearable‐enabled physical activity intervention study,Fitbit Flex-2,Include,Include,Include
35313819,Efficacy and acceptability of using wearable activity trackers in older adults living in retirement communities: a mixed method study,Fitbit InspireHR,Include,Include,Include
35328207,Artificial Intelligence-Enhanced Smartwatch ECG for Heart Failure-Reduced Ejection Fraction Detection by Generating 12-Lead ECG,Samsung Galaxy Watch Active | Apple Watch Series 6,Include,Include,Include
35329166,Exploring Families’ Acceptance of Wearable Activity Trackers: A Mixed-Methods Study,Fitbit Alta HR,Include,Include,Include
35347997,Wearable Smartwatch Facilitated Remote Health Management for Patients Undergoing Transcatheter Aortic Valve Replacement,Huawei Watch GT 2 Pro ECG edition | Huawei smartwatch | Huawei GT 2 Pro ECG edition watches,Include,Include,Include
35372253,An Evaluation of a Commercialized mHealth Intervention to Promote Physical Activity in the Workplace,Fitbit | Garmin | Jawbone | Google Fit app | iOS Health app,Exclude,Exclude,Exclude
35404832,Effectiveness of an 8-Week Physical Activity Intervention Involving Wearable Activity Trackers and an eHealth App: Mixed Methods Study,Garmin Vivofit4,Include,Include,Include
35422659,"Tracking Sleep, Temperature, Heart Rate, and Daily Symptoms Across the Menstrual Cycle with the Oura Ring in Healthy Women",Oura ring (firmware version 2.43.1),Include,Include,Include
35447686,Antecedents for Older Adults’ Intention to Use Smart Health Wearable Devices-Technology Anxiety as a Moderator,Smart bracelets | Smart watches,Exclude,Exclude,Exclude
35458945,Health Habits and Wearable Activity Tracker Devices: Analytical cross-sectional study,Fitbit | Apple Watch | Polar | Garmin | Nike FuelBand | Nike (unspecified tracker),Include,Exclude,Exclude
35459638,Prior sleep-wake behaviors are associated with mental health outcomes during the COVID-19 pandemic among adult users of a wearable device in the United States,WHOOP wearable device,Include,Include,Include
35469045,Wearable fitness tracker use in federally qualified health center patients: strategies to improve the health of all of us using digital health devices,Apple Watch | Fitbit | Garmin,Include,Include,Include
35475981,Usability Experience of a Personal Sleep Monitoring Device to Self-Manage Sleep among Persons Aged 65 and above with Self-Reported Sleep Disturbances,Misfit Shine wireless sleep and activity tracking wristband | MisFit Shine™,Exclude,Exclude,Exclude
35476038,Relations Between BMI Trajectories and Habitual Physical Activity Measured by a Smartwatch in the Electronic Cohort of the Framingham Heart Study: Cohort Study,Apple Watch Series 0 | Apple Watch,Include,Include,Include
35480626,Consumer-grade wearables identify changes in multiple physiological systems during COVID-19 disease progression,Fitbit Charge 2 | Fitbit Charge 3 | Apple Watch (unspecified model),Exclude,Include,Include
35493532,Predictive Modeling of Mental Illness Onset Using Wearable Devices and Medical Examination Data: Machine Learning Approach,"Fitbit wearable devices (consumer-grade, various models)",Include,Exclude,Include
35496455,Clinical validation of a novel smartwatch for automated detection of atrial fibrillation,Withings Scanwatch,Include,Include,Include
35551019,Actigraphy-Estimated Physical Activity is Associated with Functional and Structural Brain Connectivity Among Older Adults,Actiwatch-2 (Philips Respironics),Exclude,Exclude,Exclude
35552722,Estimating the Burden of Influenza-like Illness on Daily Activity at the Population Scale Using Commercial Wearable Sensors,,Exclude,Exclude,Exclude
35564828,Effect of Walking Steps Measured by a Wearable Activity Tracker on Improving Components of Metabolic Syndrome: A prospective study,Fitbit (wrist-worn Fitbit activity tracker; specific model not stated),Include,Include,Include
35574570,When Patients Recover From COVID-19: Data-Driven Insights From Wearable Technologies,Welltory app–connected wearable devices (including consumer smartwatches; dataset example mentions Fitbit),Exclude,Exclude,Exclude
35584096,Posttraumatic stress disorder hyperarousal event detection using smartwatch physiological and activity data,MOTO 360 Gen 1 | MOTO 360 Gen 2 | Apple Watch Series 3 | Apple Watch Series 4,Exclude,Exclude,Exclude
35613417,A Scalable Risk-Scoring System Based on Consumer-Grade Wearables for Inpatients With COVID-19: Statistical Analysis and Model Development,Garmin vívoactive 4S smartwatch,Include,Include,Include
35654857,"Understanding occupants’ behaviour, engagement, emotion, and comfort indoors with heterogeneous sensors and wearables",Empatica E4 wristband,Include,Include,Include
35677186,Evaluation of a machine learning approach utilizing wearable data for prediction of SARS-CoV-2 infection in healthcare workers,Apple Watch Series 4 or higher,Include,Include,Include
35708916,Social Media Users’ Perceptions of a Wearable Mixed Reality Headset During the COVID-19 Pandemic: Aspect-Based Sentiment Analysis,Microsoft HoloLens 2,Exclude,Exclude,Exclude
35731968,Studying the Effect of Long COVID-19 Infection on Sleep Quality Using Wearable Health Devices: Observational Study,Biostrap wearable or wristband device | Biostrap PPG-based smartband,Exclude,Include,Exclude
35739414,The Need for Objective Physical Activity Measurements in Routine Bariatric Care,Fitbit Charge HR | Fitbit Charge 2 | Fitbit Inspire 2,Include,Include,Include
35743727,Using Consumer-Wearable Activity Trackers for Risk Prediction of Life-Threatening Heart Arrhythmia in Patients with an Implantable Cardioverter-Defibrillator: An Exploratory Observational Study,Fitbit Alta HR,Include,Include,Include
35749157,Predicting Depression in Adolescents Using Mobile and Wearable Sensors: Multimodal Machine Learning–Based Exploratory Study,Fitbit Inspire HR,Include,Include,Include
35760819,Enhancing self-management in type 1 diabetes with wearables and deep learning,Dexcom G6 real-time continuous glucose monitoring system | Empatica E4 wristband | Dexcom G5 continuous glucose monitoring system,Exclude,Exclude,Exclude
35764227,Utilizing daily mood diaries and wearable sensor data to predict depression and suicidal ideation among medical interns,Fitbit Charge 2,Include,Include,Include
35798553,Identification of Healthy and Unhealthy Lifestyles by a Wearable Activity Tracker in Type 2 Diabetes: A Machine Learning-Based Analysis,Fitbit Charge 2,Include,Include,Include
35802004,Continuous-Time Modeling of the Bidirectional Relationship Between Incidental Affect and Physical Activity,Fitbit Blaze,Include,Include,Include
35802885,Influence of upper limb activity on the step count and accuracy of sleep time of a wristband-type physical activity tracker,Fitbit Flex2,Include,Include,Include
35815157,Detecting Smartwatch-based Behavior Change in Response to a Multi-domain Brain Health Intervention,Apple Watch,Include,Include,Include
35911618,Predicting Chronic Stress among Healthy Females Using Daily-Life Physiological and Lifestyle Features from Wearable Sensors,Fitbit Charge3,Include,Include,Include
35972330,Physical Activity Dynamics During a Digital Messaging Intervention Changed After the Pandemic Declaration,Fitbit Versa | Fitbit Versa Lite,Include,Include,Include
36001374,Recognition of Gait Patterns in Older Adults Using Wearable Smartwatch Devices: Observational Study,Fossil DW9F1 smartwatch,Exclude,Exclude,Exclude
36015949,Agreement of Sleep Measures—A Comparison between a Sleep Diary and Three Consumer Wearable Devices,Fitbit Versa 2 | Garmin Fenix 5X Plus | Polar Ignite,Include,Include,Include
36015973,Effect of Visually Induced Motion Sickness from Head-Mounted Display on Cardiac Activity,Oculus Rift S VR HMD device,Exclude,Exclude,Exclude
36030707,Step-count outcomes of 13 different activity trackers: Results from laboratory and free-living experiments,EPSON PULSENSE | Fitbit Flex | Garmin Vivofit | JAWBONE UP24 | Misfit Shine | Omron CaloriScan HJA-401 F | TANITA AM-160 | Withings Pulse O2 | Yamasa ALNESS 200 S AS-200,Include,Exclude,Exclude
36081328,"Use of Mobile Apps and Wearables to Monitor Diet, Weight, and Physical Activity: A Cross-Sectional Survey of Adults in Poland",FitBit | Xiaomi Mi Band | Garmin,Include,Include,Include
36120711,Physical activity measurement in older adults: Wearables versus self-report,Fitbit Flex2,Include,Include,Include
36146073,Evaluating the Typical Day-to-Day Variability of WHOOP-Derived Heart Rate Variability in Olympic Water Polo Athletes,"WHOOP strap (WHOOP 3.0, CB Rank, Boston, MA, USA)",Include,Include,Include
36146181,Deep Learning for Daily Monitoring of Parkinson’s Disease Outside the Clinic Using Wearable Sensors,Verily Study Watch,Exclude,Exclude,Exclude
36148649,Detection of Atrial Fibrillation in a Large Population Using Wearable Devices: The Fitbit Heart Study,Fitbit Ionic | Fitbit Charge 3 | Fitbit Charge 4 | Fitbit Versa | Fitbit Versa Lite | Fitbit Versa 2 | Fitbit Versa 3 | Fitbit Sense | Fitbit Inspire HR | Fitbit Inspire 2,Include,Include,Include
36169999,Comparison Between QT and Corrected QT Interval Assessment by an Apple Watch With the AccurBeat Platform and by a 12-Lead Electrocardiogram With Manual Annotation: Prospective Observational Study,Apple Watch Series 7,Include,Include,Include
36198095,Long-term Use of Wearable Health Technology by Chronic Pain Patients,Apple Watch,Include,Include,Include
36199984,"A Precision Health Service for Chronic Diseases: Development and Cohort Study Using Wearable Device, Machine Learning, and Deep Learning",Fitbit | Garmin | Apple | Oura Ring | Asus,Include,Include,Include
36232233,Global Impact of COVID-19 Pandemic on Physical Activity Habits of Competitive Runners: An Analysis of Wearable Device Data,Stryd footpod,Exclude,Exclude,Exclude
36245649,Continuous Long-Term Physical Activity Monitoring in Hemodialysis Patients,Garmin Vivofit 2,Include,Include,Include
36323474,How is the usability of commercial activity monitors perceived by older adults and by researchers? A cross-sectional evaluation of community-living individuals,Apple Watch 3 | Fitbit Charge 4 | Polar A370,Include,Include,Include
36352062,Evaluation of physical health status beyond daily step count using a wearable activity sensor,Fitbit Charge HR,Include,Include,Include
36360944,The Use of Wearable Activity Trackers in Schools to Promote Child and Adolescent Physical Activity: A Descriptive Content Analysis of School Staff’s Perspectives,Fitbit | Garmin | Misfit | Apple Watch | Samsung wearable activity tracker | Huawei wearable activity tracker | Moki | Amazon wearable activity tracker | Xiaomi wearable activity tracker,Exclude,Exclude,Exclude
36365837,Stress Monitoring Using Wearable Sensors: A Pilot Study and Stress-Predict Dataset,Empatica E4 watch,Include,Include,Include
36373621,User characteristics associated with use of wrist-worn wearables and physical activity apps by adults with and without impaired speech-in-noise recognition: a cross-sectional analysis,"Smartwatch (e.g., Apple Watch or similar) | Fitness watch (e.g., Fitbit or similar)",Include,Include,Include
36395333,Variation in blood pressure and heart rate of radiological technologists in worktime tracked by a wearable device: A preliminary study,itDEAL Smart Watch W11,Exclude,Exclude,Exclude
36414751,Use of remote monitoring and integrated platform for the evaluation ofsleep quality in adult-onset idiopathic cervical dystonia,Garmin Vivosmart 4,Include,Include,Include
36422886,Wearable Activity Tracker Use and Physical Activity Among Informal Caregivers in the United States: Quantitative Study,Fitbit | Apple Watch | Garmin Vivofit,Include,Include,Include
36451120,Monitoring one heart to help two: heart rate variability and resting heart rate using wearable technology in active women across the perinatal period,WHOOP Strap 2.0,Include,Include,Include
36466954,Remote Monitoring of Vital and Activity Parameters in Chronic Transfusion-Dependent Patients: A Feasibility Pilot Using Wearable Biosensors,Withings Steel HR,Include,Include,Include
36480505,A comprehensive accuracy assessment of Samsung smartwatch heart rate and heart rate variability,Samsung Gear Sport smartwatch,Include,Include,Include
36551056,Information-Based Similarity of Ordinal Pattern Sequences as a Novel Descriptor in Obstructive Sleep Apnea Screening Based on Wearable Photoplethysmography Bracelets,Commercial wearable photoplethysmography bracelet (specific brand/model not specified),Exclude,Exclude,Exclude
36567194,"Wearable and mobile technology to characterize daily patterns of sleep, stress, pre-sleep worry, and mood in adolescent insomnia",Fitbit Charge 3,Include,Include,Include
36569803,Using apple watch ECG data for heart rate variability monitoring and stress prediction: A pilot study,Apple Watch Series 6,Include,Include,Include
36584148,A caveat to using wearable sensor data for COVID-19 detection: The role of behavioral change after receipt of test results,Fitbit Inspire HR | Fitbit Charge 3 | Apple Watch,Include,Include,Include
36589758,Accuracy and clinical relevance of the single-lead Apple Watch electrocardiogram to identify atrial fibrillation,Apple Watch Series 6,Include,Include,Include
36589761,Wearable device use and technology preferences in cancer survivors with or at risk for atrial fibrillation,Apple Watch | Fitbit | Garmin watch | smartwatch | activity monitor,Include,Include,Include
36595984,Consumer wearable device-based measures of physical activity and energy expenditure in community-dwelling older adults with different levels of frailty,Fitbit Alta HR,Include,Include,Include
36613207,The Impact of Wearable Devices on Physical Activity for Chronic Disease Patients: Findings from the 2019 Health Information National Trends Survey,Fitbit | Apple (Apple Watch or similar) | Garmin Vivofit,Exclude,Exclude,Exclude
36616812,"Step-Counting Accuracy of a Commercial Smartwatch in Mild-to-Moderate PD Patients and Effect of Spatiotemporal Gait Parameters, Laterality of Symptoms, Pharmacological State, and Clinical Variables",Garmin Vivosmart 4,Include,Include,Include
36616929,Wearable-Measured Sleep and Resting Heart Rate Variability as an Outcome of and Predictor for Subjective Stress Measures: A Multiple N-of-1 Observational Study,Oura ring (generation 2),Include,Include,Include
36622531,Does Wearable-Measured Heart Rate Variability During Sleep Predict Perceived Morning Mental and Physical Fitness?,Garmin Tactix Charlie smartwatch,Include,Include,Include
36724117,Evaluating sleep in covert encephalopathy with wearable technology: results from the WATCHES study,WHOOP 3.0 fitness tracker,Include,Include,Include
36763647,Compliance Challenges in a Longitudinal COVID-19 Cohort Using Wearables for Continuous Monitoring: Observational Study,Biostrap wearable wristband (Biostrap USA LLC),Exclude,Exclude,Exclude
36776745,Impact of treatment with dimethyl fumarate on sleep quality in patients with relapsing-remitting multiple sclerosis: A multicentre Italian wearable tracker study,Withings Pulse,Exclude,Exclude,Exclude
36805169,Noninvasive Hypoglycemia Detection in People With Diabetes Using Smartwatch Data,Garmin vivoactive 4S,Include,Include,Include
36806317,Long-term participant retention and engagement patterns in an app and wearable-based multinational remote digital depression study,Fitbit Charge 2 | Fitbit Charge 3,Include,Include,Include
36836501,An Individualized Multi-Modal Approach for Detection of Medication “Off” Episodes in Parkinson’s Disease via Wearable Sensors,Empatica E4 wristband,Include,Include,Include
36862471,Dose-Response Relations between the Frequency of Two Types of Momentary Feedback Prompts and Daily Physical Activity,Fitbit Versa Lite,Include,Include,Include
36882820,"The long-term and short-term e""ects of ambient air pollutants on sleep characteristics in the Chinese population: big data analysis from real world by sleep records of consumer wearable devices",Consumer bracelet from Zepp Health Corp. (specific model not stated),Exclude,Exclude,Exclude
36900995,Measuring Sleep Quality in the Hospital Environment with Wearable and Non-Wearable Devices in Adults with Stroke Undergoing Inpatient Rehabilitation,Withings Sleep Analyzer,Exclude,Exclude,Exclude
36901325,Association between Metabolic Syndrome Status and Daily Physical Activity Measured by a Wearable Device in Japanese Office Workers,Fitbit Versa,Include,Include,Include
36917152,"The Influence of a Wearable-Based Reward Program on Health Care Costs: Retrospective, Propensity Score–Matched Cohort Study",Apple Watch,Include,Include,Include
36918552,"Analytical and clinical validity of wearable, multi‑sensor technology for assessment of motor function in patients with Parkinson’s disease in Japan",Verily Study Watch,Exclude,Exclude,Exclude
36951890,Characterization of Influenza-Like Illness Burden Using Commercial Wearable Sensor Data and Patient-Reported Outcomes: Mixed Methods Cohort Study,Fitbit (Fitbit LLC),Include,Include,Include
36961172,Smartwatch gait coordination index: New measure for human gait utilizing smartwatch sensor,Apple Watch | Samsung Galaxy Watch,Include,Include,Include
36984618,Multimodal Remote Home Monitoring of Lung Transplant Recipients during COVID-19 Vaccinations: Usability Pilot Study of the COVIDA Desk Incorporating Wearable Devices,Fitbit Inspire 2 | O2Ring (Wellue),Exclude,Exclude,Exclude
36992058,Wearable Activity Trackers Objectively Measure Incidental Physical Activity in Older Adults Undergoing Aortic Valve Replacement,Fitbit Flex,Include,Include,Include
37008738,Feasibility of Measuring Physiological Responses to Breakthrough Infections and COVID-19 Vaccine Using a Wearable Ring Sensor,Oura Ring,Include,Include,Include
37017471,Machine Learning Approaches to Classify Self-Reported Rheumatoid Arthritis Health Scores Using Activity Tracker Data: Longitudinal Observational Study,Fitbit Versa 2,Include,Include,Include
37023419,Predicting Habitual Use of Wearable Health Devices Among Middle-aged Individuals With Metabolic Syndrome Risk Factors in South Korea: cross-sectional study,Apple Watch | Galaxy Watch | Galaxy Fit | Mi Band | Fitbit watch or tracker,Exclude,Exclude,Exclude
37031281,The Apple Watch spO2 sensor and outliers in healthy users,Apple Watch Series 6,Include,Include,Include
37032817,Daytime Sleep-Tracking Performance of Four Commercial Wearable Devices During Unrestricted Home Sleep,Fatigue Science ReadiBand (version 5) | Fitbit Inspire HR | Oura Ring (Generation 2) | Polar Vantage V Titan,Exclude,Exclude,Exclude
37043074,Matched and moving: exploring daily social support among women partnered for exercise after a breast cancer diagnosis,Fitbit Inspire HR,Include,Include,Include
37050625,A Method for Stress Detection Using Empatica E4 Bracelet and Machine-Learning Techniques,Empatica E4 bracelet,Include,Include,Include
37071027,Remote Activity Monitoring and Electronic Patient-Reported Outcomes Collection During Radiotherapy for Head and Neck Cancer: A Pilot Study,Fitbit Charge 3,Include,Include,Include
37125410,Opportune warning of COVID-19 in a Mexican health care worker cohort: Discrete beta distribution entropy of smartwatch physiological records,Fitbit Charge 3 Smartwatch | Fitbit Charge 3 brand smartwatch,Include,Include,Include
37140967,Personal Health Data Tracking by Blind and Low-Vision People: Survey Study,Apple Watch | Fitbit,Include,Include,Include
37174504,Testing the Accuracy of Wearable Technology to Assess Sleep Behaviour in Domestic Dogs: A Prospective Tool for Animal Welfare Assessment in Kennels,"PetPace smart-sensing collar (PetPace™, PetPace, LLC, Burlington, MA, USA)",Exclude,Exclude,Exclude
37182900,Predicting Motor Outcome and Quality of Life After Subthalamic Deep Brain Stimulation for Parkinson’s Disease: The Role of Standard Screening Measures and Wearable-Data,Parkinson Kinetigraph (PKG),Exclude,Exclude,Exclude
37186425,Daily allergy burden and heart rate characteristics in adults with allergic rhinitis based on a wearable telemonitoring system,Mio Alpha 2 wristwatch,Exclude,Exclude,Exclude
37243855,"iSleepFirst: burnout, fatigue, and wearable-tracked sleep deprivation among residents staffing the medical intensive care unit",Fitbit Inspire 2,Include,Include,Include
37267318,Wearable derived cardiovascular responses to stressors in free-living conditions,WHOOP strap version 3.0 | WHOOP strap version 4.0,Include,Include,Include
37271108,"Assessing sleep in children with Down syndrome: Comparison of parental sleep diaries, actigraphy and polysomnography","Actiwatch-2 (MiniMitter, Philips Healthcare)",Exclude,Exclude,Exclude
37278287,Exercise Intensity and Activity Energy Expenditure of Professional Golf Players in Official Competitive Setting,Whoop Strap 2.0 wrist monitor,Include,Include,Include
37286062,Data-Driven Physical Actigraphy Patterns Relate to Cognitive and Vascular Health in Older Adults,Fitbit Flex 2,Include,Include,Include
37299874,"Comparison of Grip Strength, Forearm Muscle Activity, and Shock Transmission between the Forehand Stroke Technique of Experienced and Recreational Tennis Players Using a Novel Wearable Device",Head Tennis Sensor,Exclude,Exclude,Exclude
37300476,Validation of the relationship between rapid eye movement sleep and sleep-related erections in healthy adults by a feasible instrument Fitbit Charge2,Fitbit Charge2,Include,Include,Include
37317732,Walking a day in a pachyonychia congenita patient’s shoes: Impact on plantar pain and activity levels measured with wristband activity trackers,Withings Activité Pop Tracker v2.0,Include,Include,Include
37336056,"Explainable AI for wearable seizure logging: Impact of data quality, patient age, and antiseizure medication on performance✰",Empatica E4,Include,Include,Include
37344837,"Assessing the association between overcrowding and human physiological stress response in different urban contexts: a case study in Salzburg, Austria",Empatica E4 wristband | Fitbit | Microsoft Band 2,Include,Exclude,Exclude
37346232,Detection of QT interval prolongation using Apple Watch electrocardiogram in children and adolescents with congenital long QT syndrome,Apple Watch Series 7,Include,Include,Include
37371172,Convergent Validity of the Patient Reported Outcome Measurement Information System-Pediatric Physical Activity Instrument (PROMIS®-PA) with Wearable Devices in Adolescents,Fitbit Charge 3 | Fitbit Charge 4 | Fitbit (participant-owned models with comparable features to Fitbit Charge),Include,Exclude,Include
37377882,Agreement between Fitbit and ActiGraph Estimates of Physical Activity in Young Children,Fitbit Flex 2,Include,Include,Include
37401442,Early Detection of COVID-19 in Female Athletes Using Wearable Technology,WHOOP band | WHOOP fitness band | WHOOP strap,Include,Include,Include
37430546,Accuracy of a Smartwatch to Assess Heart Rate Monitoring and Atrial Fibrillation in Stroke Patients,Fitbit Charge 5,Include,Include,Include
37439017,Association of Smartphone-Based Activity Tracking and Nocturnal Hypoglycemia in People With Type 1 Diabetes,Fitbit MobileTrack smartphone-based step tracker,Include,Include,Include
37445463,Physical Activity Estimated by the Wearable Device in Lung Disease Patients: Exploratory Analyses of Prospective Observational Study,"amue link (SONY, Inc., Tokyo, Japan)",Exclude,Exclude,Exclude
37447992,Assessing the Feasibility of Replacing Subjective Questionnaire-Based Sleep Measurement with an Objective Approach Using a Smartwatch,Samsung Galaxy Watch 4,Include,Include,Include
37474743,Heart rate processing algorithms and exercise duration on reliability and validity decisions in biceps‑worn Polar Verity Sense and OH1 wearables,Polar Verity Sense | Polar OH1 | Polar H10,Exclude,Exclude,Exclude
37475772,Can heart rate variability data from the Apple Watch electrocardiogram quantify stress?,Apple Watch Series 6,Include,Include,Include
